Tree_ID,Easting,Northing,first_year,nests_at_first
3531192fbdea,521270,172587,2020,4
3536eefc4a92,518673,172482,2016,3
35389e224dcd,520808,173513,2017,11
35422716d3a7,520022,173405,2015,3
354d9c462e37,519560,172664,2015,23
354e26250884,519592,171751,2013,3
3554cb0d374d,519837,171857,2019,1
3558dd111d64,520229,172691,2014,1
356617cf4a66,519861,172018,2014,1
3586933bd883,519916,174042,2015,5
3594582d486d,519744,173500,2013,1
359a6650af9c,519161,171534,2013,1
359b8b8ebaf0,519721,172014,2020,1
35b36513b45d,520169,173910,2013,1
35b42ef7a4f9,521223,173637,2014,2
35bca49e008d,518797,172274,2016,1
35c01fdddcb9,519062,171060,2019,1
35df06be632a,520734,174330,2015,6
35e16848ac9a,518680,172573,2018,4
35f6fb73404c,520084,172705,2015,2
36080e5c10b8,519624,173284,2016,8
360e9c24cbf5,519615,172032,2020,2
3617a25d59a2,519598,171996,2018,2
3618365cb4e3,521262,172403,2020,2
362a2675056a,520244,172665,2014,5
36413a401aa3,519023,172269,2018,5
364eeebe2d28,519329,170521,2013,2
3650eba07674,521246,173658,2014,2
369240b12f81,519525,171613,2014,1
3697c86cbd9d,519405,170848,2014,3
369a15d1bd50,519261,170526,2014,1
369d318b3f1f,519587,170680,2016,14
369e9f41c819,520609,173396,2015,1
369ecc7282b5,520208,174370,2014,3
36a170da772a,520863,172641,2014,1
36a4b11f5a51,521079,173640,2020,13
36c74647101b,521009,174078,2013,1
36eaddcf3061,520692,172099,2017,90
36ecb8dfbef5,519760,172033,2015,4
36fdebc4f1c4,520152,172569,2015,2
37053fccfe22,519841,171982,2019,3
370c0bea97d2,519831,170988,2015,52
371ccce915f9,521068,172270,2015,2
371faf191e88,519131,172836,2014,3
372592210fbe,519259,170879,2016,26
373662edb78d,519308,174339,2016,2
373c8ff160e6,519719,174081,2020,6
37477105d96c,519958,173418,2014,8
374badee50e9,519501,170722,2019,4
37534e747b5a,520001,172525,2014,3
37571f5296de,520732,173331,2015,4
375cd8420aed,519614,170687,2016,7
376d6764b5a5,521174,174036,2020,4
378871b0e82c,518674,172591,2019,4
378cd87b272c,519733,172035,2015,1
3790286a915a,519448,170711,2014,4
37979950d670,520001,173872,2013,5
379bdb8e4566,519099,171187,2013,7
379dad223f72,520520,174014,2013,1
37b5b77e0cc6,520580,173989,2013,4
37b68bfc5ef7,518683,172444,2014,16
37bb0f9592ae,519549,171954,2018,1
37bea3b8ab0b,521254,173072,2017,5
37cc452d4a6f,519691,171847,2019,1
37d1b3e60b63,519412,170792,2014,1
37dc2cfe2d5a,519374,170617,2013,1
37dd70de1a4c,519701,173440,2020,2
37f76a36499c,520379,174443,2014,5
37f7e2a9605e,520095,172425,2013,5
3801107e6c10,519807,171855,2015,3
38068703c794,519439,172817,2016,2
380bf7d8f057,518436,172823,2018,3
382c896eab96,519661,171393,2020,5
38324afcc951,519629,171174,2015,6
383dd98239c5,519082,171027,2014,3
38480def96f4,519533,173043,2015,1
3852301f8761,519822,173425,2019,4
3859c106ffdd,519846,171317,2015,6
3859cb8174f7,519823,171895,2019,3
385c51be7fd7,519035,172662,2020,6
386a1f7a9f15,519157,170730,2014,4
388cb185e82e,519234,174047,2015,2
388f9f34717b,518790,173155,2018,1
38901662b4a7,519488,171686,2017,1
3893ed83a375,519964,174034,2013,1
38aa3f8b047d,519422,171318,2015,3
38b29ec0dea0,519556,173450,2020,2
38b8f95da135,518910,172156,2020,4
38d00ebdbda0,519365,173998,2015,1
38de18c9007c,519897,173918,2015,4
38eeeb902e64,519025,171687,2013,1
38f1089cecc9,521512,173383,2015,2
3908b4ba5061,519922,174027,2014,1
3917a6e33700,519367,172489,2018,7
391d3b1062bb,519255,172790,2015,1
392171b577f0,519050,172277,2017,7
392cc508954e,520215,171612,2013,1
39376b533c66,519947,173938,2020,1
393a7ecd6c32,519137,171784,2014,3
3945a17e1b52,521306,173161,2017,2
394d98770bfb,518613,173395,2014,2
39549198a5c1,519867,171785,2017,1
3958066c08ae,519209,170716,2016,1
3974ed8de521,519099,171027,2017,1
39758fd6c72f,518842,172624,2014,6
397d600b8b3c,518832,172760,2014,5
39966dacb60e,519478,174050,2013,1
399a8fc29e49,518917,172214,2016,2
39c6f8dc2a65,519153,174377,2014,2
39d08325596c,519668,171727,2014,1
39d7ac5dba55,519820,172065,2018,3
39d9f85f7ae0,519882,173888,2013,2
39eef1c3285e,519511,172052,2013,2
39f04c0416ed,519149,172765,2015,2
39f99f6e2ddd,520212,172754,2020,2
39fb93b2197b,519900,173046,2017,6
3a0514c1ed07,519139,171807,2018,3
3a078545cd49,520231,171780,2015,2
3a1255380a49,519073,170957,2020,1
3a20f5978e29,520199,171822,2020,1
3a212f8e0e96,521272,173066,2017,19
3a23705ee432,519716,172048,2018,3
3a24fd71c045,521127,174242,2017,2
3a2e42e19af5,520610,173153,2019,2
3a38079b8ca4,518724,173369,2017,2
3a39ae9a50b8,519056,174006,2013,1
3a4468f0cc5e,519953,174027,2013,2
3a47b796d852,521279,172736,2016,2
3a4d499024f1,519507,173495,2020,2
3a5a99eb42df,519831,171896,2015,1
3a5d77e1e071,519602,171146,2014,15
3a60ea00005b,520040,172421,2013,1
3a66d4d2f692,519679,174444,2020,3
3a72d9996465,520060,173325,2017,44
3a733bf3c3e1,519283,170717,2013,3
3a8c737c4e7d,519678,173407,2020,3
3a92932db6d6,520508,171812,2014,1
3a9536355f25,519799,172903,2016,3
3a95a20915da,519848,173929,2014,11
3a977f385cfc,519413,170790,2013,1
3aba6d1cd65a,519101,171614,2015,4
3ac198c88c13,518571,173645,2013,2
3adb1ebffe66,520073,174407,2018,1
3ae5013bd806,520002,172687,2016,1
3ae737960b47,519841,171768,2015,2
3ae76d8bd676,518543,173578,2014,1
3af2718bbdbb,519122,172053,2017,25
3af8b27e4684,519963,173288,2017,5
3b1306d99ab9,519907,172385,2015,1
3b3143c10d4b,519193,170662,2016,19
3b40bee5d9b6,519164,172660,2015,1
3b5b82d9d6a3,519493,173497,2018,13
3b75edde6902,520067,172449,2013,1
3b7e6ec594ed,519850,171052,2016,30
3b7f8d1f24e0,520677,174081,2015,2
3b820ca12879,519418,174362,2014,2
3b84056c501b,519498,173406,2018,22
3b8b3840aef8,519265,171311,2018,1
3b9331e2bce9,519720,174442,2015,15
3b946e51784d,520803,172188,2018,8
3b9e40d7254d,520282,171733,2015,20
3ba5b1d43945,519411,170773,2014,3
3bd784203a2b,520594,174127,2013,3
3bdc951ba71c,519859,174442,2013,30
3bead7324843,518889,172376,2014,1
3befd085f7db,519211,172236,2016,2
3bf7dc70d906,519100,170944,2017,1
3c02a64419be,520529,173958,2014,6
3c036c605634,519680,173129,2017,31
3c094af33122,522270,173110,2014,2
3c1305673689,518911,172125,2013,2
3c1d9c581fc9,519451,173420,2015,5
3c24f8447d51,518692,172793,2020,3
3c2966366975,521181,172377,2015,10
3c3a2d903b39,521163,174091,2020,1
3c522d3db70b,518786,173133,2016,4
3c55f62ebcb4,519504,173660,2020,2
3c6ff69bf058,519828,171496,2014,1
3c70b1263620,518950,172232,2014,3
3c77fc6ecd3e,521209,172439,2015,7
3c7f98792238,519152,172667,2019,3
3c834bbbe04b,519560,173460,2018,7
3c9c1fee2e92,521316,173984,2014,1
3c9e4195c25a,521015,172255,2020,1
3cc4beb12609,521000,173627,2020,23
3cd2c9dab26b,520741,174344,2014,2
3ced1eebefc6,519940,171809,2019,1
3cf4b82d3bf2,520391,174471,2014,2
3cffbc8c1a40,518788,172717,2014,1
3d07287409e2,519421,173756,2015,3
3d11e1858c2d,518423,173011,2014,10
3d1d914d3881,519766,171372,2014,1
3d2754584d08,520236,171489,2015,8
3d32ae64764c,520339,172721,2016,3
3d36002b165e,519219,174106,2020,2
3d50e99e2c9d,521230,172390,2015,2
3d6278020c0f,520616,173111,2015,3
3d66be7aa262,519091,172013,2013,1
3d6f196c7ae7,519874,172057,2019,4
3d71fc769f6e,519460,173370,2013,2
3d7cce213b1f,519803,171166,2014,5
3d96bcc2b6bf,519077,170971,2014,10
3d9823d102c6,520650,173095,2014,1
3da60c80ddc1,518563,172798,2014,3
3dacc56cac4f,519732,173928,2018,1
3db532e0566d,520682,173377,2020,1
3dbb76fcab40,519072,170952,2014,4
3dbbc596af99,520330,173303,2020,4
3dbef01686f4,519711,172379,2020,65
3de7ca2db9ab,518779,172727,2014,1
3dfcf03b58b7,521203,172936,2014,1
3e0ab704e06d,518630,173020,2020,1
3e0b6a98c04c,519865,171063,2016,45
3e1d384fe2d9,520065,172582,2017,6
3e212aa7f49d,520473,173966,2014,1
3e3061dc4fac,519773,171772,2014,2
3e4d14c30c8f,520795,174498,2020,3
3e5dadf402fc,519914,174061,2014,1
3e68ddb77006,519729,171837,2018,2
3e70f3bb6610,519820,171051,2016,23
3e737c4e677b,521518,173483,2015,7
3e90b822bc9e,519449,173413,2015,2
3e9339318352,519946,174002,2014,1
3ea2be9e5caf,518538,173052,2018,1
3eb78f65d0de,519459,173637,2020,3
3ecfbd0d1161,520601,173993,2013,13
3edf87d1d0da,520111,172476,2018,9
3ee84167b669,519432,172785,2019,8
3eef6c87f45a,518828,172092,2018,1
3f0fd59f245f,519558,172802,2013,4
3f1843d7d6f0,519029,172534,2015,1
3f1a7b9c049b,519321,174039,2020,3
3f2552bf8768,519151,170896,2019,1
3f35db525128,519752,173872,2018,1
3f4acfa730fa,519561,171153,2015,5
3f4f8fd733a7,518709,173039,2014,3
3f4fae523d4a,520563,174056,2013,1
3f525c1de145,520995,173639,2015,3
3f530b81c3ad,519822,172922,2016,1
3f541d0fa4c6,519530,171461,2020,1
3f71c7d8c644,519943,173325,2014,2
3f7cb490f22d,521125,172220,2015,2
3f8c1580b889,520374,174432,2014,1
3f8cba85340a,518395,173421,2014,4
3f8dfc4524c8,519967,173871,2020,2
3f945be4570c,520038,172427,2016,2
3f96eeea7a6e,519909,171045,2015,11
3f9b8e531ac8,519212,172297,2016,11
3f9d5d34e7fc,519137,170820,2014,5
3fcaf5298de7,519836,171474,2020,1
3fda8a8b42e7,519874,173843,2013,1
3fe4c253c55e,520097,173191,2015,3
3fe8c8162a9a,519791,170900,2019,4
3ff95566011c,519656,171985,2014,3
400974531a98,519990,173282,2016,11
400d5f703bb9,521058,174271,2017,2
4015ccab7667,519227,170656,2015,3
401f6ab5ab7a,519424,170798,2014,8
404c1bbcdb76,520810,174453,2020,16
40609affac99,518874,174050,2015,1
406be0737939,519813,171222,2014,3
407976733a97,521069,173608,2018,5
407c1b14f317,519675,171000,2019,4
408e8dcdaae3,520166,171603,2019,2
40924b4fa6d3,518898,172336,2018,2
4095c42a8788,520014,171809,2015,1
409a391169da,519126,170912,2013,4
40a32051779a,520232,172683,2014,2
40bc44f55317,519144,170769,2014,8
40c3d2bc502c,520044,173560,2014,3
40c59d09fc88,519141,170827,2017,1
40c980490824,521190,173138,2020,12
40e10bd4483b,518647,172931,2019,1
40ea8d83ce87,519436,173666,2016,13
40f2a995223e,520099,173197,2017,7
4101fdb14588,520804,174094,2013,3
4106a1eab1f6,519108,170951,2019,2
4109d17406fc,519689,171471,2014,2
41137ac497ed,520084,171390,2020,1
412452c0ca96,520563,173469,2020,3
41362ab207dd,520220,171819,2014,2
4144a068848c,520829,173551,2017,13
416db391da6f,519722,171995,2019,1
4170f83129d6,520920,172629,2017,4
41847e92720d,521253,172470,2020,1
41855a443e27,519514,170885,2014,3
419dbb7527bc,520009,173364,2015,2
419f4e8a7059,519879,171718,2014,2
41a75c4d746a,519787,171824,2015,1
41b066d77473,520831,172108,2020,1
41b3aee71de4,519478,173402,2016,2
41b805785194,520748,172636,2014,4
41b8c7a11354,518552,173632,2017,1
41ba6d560d7b,520998,174304,2020,5
41d00183f53b,519748,173630,2013,1
41d81628b9d4,521237,173458,2014,7
41d925ffbbdc,520589,174103,2013,1
41efa483a74a,521341,173570,2019,5
41fa89eba26c,520714,173541,2017,13
420272928b61,520005,172739,2015,1
420b32e3ac99,518917,172200,2018,2
4212e129bd31,519145,172569,2018,8
4216218d830e,520201,171552,2014,9
421c65c7f33e,518583,173589,2020,7
4229567f500a,519023,171136,2014,3
423376ea3003,521202,174167,2013,1
424a672cd5ab,521995,173346,2013,1
424ce461cb7e,519882,171814,2015,3
42675ad3d1d3,520088,171498,2020,10
426dcb4b561d,519370,174347,2017,1
427c4e686896,519382,174346,2019,1
427c67aebc39,520823,172195,2018,71
427c97d4577e,520526,173806,2013,9
429e60050730,519686,172907,2019,8
42a6bd817153,521261,173658,2017,1
42a7d6cd9de3,519614,174115,2013,1
42b488d366c6,519124,171465,2013,4
42b51bb1dfad,519490,173492,2015,24
42c5f45faaac,520396,172744,2018,4
42d2e621a121,520001,172476,2020,1
42d568fa1e67,519801,172027,2015,4
42d6d67e3bab,519784,174460,2020,2
42e78564d2d3,521451,172839,2015,1
42e80a2f5270,518889,172189,2020,1
42f23272a905,520862,174384,2017,1
42f75f04944e,521109,172387,2013,2
4301dca5dc3e,520048,173403,2014,1
430cbe38add6,521074,174255,2015,5
430f6acff059,518774,172748,2020,3
4311849cae27,520503,174098,2020,6
431c86ab4a51,519138,172481,2015,4
432188653804,519523,173697,2016,4
4325e575af36,519748,173013,2017,61
4341768af3d5,519060,171644,2017,2
434abfc6e6e4,519609,171524,2020,2
43507871079d,519940,173608,2020,5
4356b8e6fee0,519811,172914,2016,6
435ed0fc12be,521325,173674,2014,4
43751d2b2fe4,519939,173423,2020,1
437db1d64f61,518823,173028,2018,3
437ee8a00709,520017,173418,2014,2
437f3db1515d,519556,173446,2020,6
4386155dd17a,521004,173549,2018,13
43a5f92426d3,518387,172752,2017,2
43a99b97732c,520164,174279,2014,5
43ac9d28b7c4,519383,172650,2019,1
43ba30fb9898,520163,174176,2013,1
43bc2cfa9b35,520005,173532,2019,8
43c4305807e8,519951,173859,2013,1
43c6357a3320,521244,173457,2020,2
43c8633e8560,520745,174183,2020,13
43ea775e7aca,518769,172368,2013,2
43f279cd204a,519439,173665,2014,2
43f45bbfbba7,519737,172397,2020,6
4401f9e9bfa3,520615,173114,2018,1
4404b26ad567,520650,174501,2013,13
440658febf22,519507,172581,2017,3
440ebd3515f7,518633,172924,2019,1
44172c08a04b,519145,171913,2016,6
441fa74b1109,520807,174273,2014,1
441fb6376f86,520835,172135,2020,5
4425e950bc2d,520387,173329,2020,6
4429dab34a20,521090,172441,2013,1
442dfb025db7,519974,171435,2020,1
4434d03a8ad2,518830,171895,2014,2
443c82888114,519440,174298,2018,6
44430e45d393,520273,171780,2015,4
4443a34e7263,519572,171125,2014,3
44452082b272,520301,173225,2020,2
44586e463386,518616,172689,2015,5
445a57a4c98b,519774,171876,2019,1
4466bdbffa2a,521066,173577,2020,3
446ada0a761b,520059,171228,2020,2
447bfe5bfc03,518757,173966,2014,2
447d73e0d66e,519490,172794,2016,5
447ee9969eae,519795,171394,2020,1
44811f7fd57e,519609,171838,2019,2
4484e1323a96,519149,170835,2019,3
4485a338ccaa,519239,174096,2013,1
4486e1e511e3,520457,171638,2014,3
44a657a64e56,518959,172564,2019,34
44a7a14da3d5,519541,173475,2017,3
44c14341128c,520075,171788,2017,61
44c299ba6d41,520328,171530,2015,11
44d622bbb0f2,519957,174048,2013,2
44e8f57a4188,519886,174032,2014,1
44ed269c25f6,518900,171776,2017,3
44f2a7f3eb81,520877,172131,2016,11
44f3afc1fa47,519874,173343,2020,15
4524cf6f0ddb,518992,172231,2018,1
453952524084,519751,171872,2019,1
45435bf605c9,520429,174424,2020,1
454395448e45,520939,174072,2014,4
454c455ec105,520786,172122,2017,219
455ec11c4320,520080,172430,2013,3
4571a7f2faab,519817,173894,2014,10
45752a6b46de,520209,173309,2019,2
457628fe9e00,521020,174080,2014,1
457c2ef2af56,521052,172434,2015,32
4581eca17ec4,519929,174056,2014,5
4583f6068f7f,520198,171852,2014,5
458d93603667,519118,172060,2017,12
4594b742ed17,521054,173572,2015,16
459b56a3c491,519755,172047,2020,2
459dd029beba,519520,172687,2014,1
45aa34afe8c4,521330,173248,2020,4
45b785150e47,518651,173185,2014,1
45ba653c5568,520353,172670,2015,2
45c0db7918b3,519678,172917,2018,3
45c670aab819,520350,174374,2014,1
45da133fbe42,518939,171775,2017,4
45dcb310a1a3,519117,170993,2019,1
45e009b111c4,520143,171556,2015,19
45f342bba155,519657,171848,2018,1
45f379d0acdc,520991,172121,2015,11
45fbdbf8cbe0,519941,173981,2014,2
4613e3e11704,519750,173361,2020,3
463ede03ada5,520792,174496,2020,5
464f4dff2782,519713,171727,2019,5
465c3e203691,519981,172013,2017,1
4665f0e45982,519688,173966,2018,1
466f4e1673b2,518576,173388,2016,1
4670cb6df22c,521233,173624,2019,1
46756ed7c388,518634,173490,2016,2
468e58e3a9ca,520140,172568,2014,1
4694b4556a4f,519949,172437,2018,7
46ad4567afbf,519432,174260,2020,6
46ad8224335d,520192,174333,2014,12
46b3c638994a,521294,172424,2015,3
46bf4db4437d,519682,171004,2013,1
46ca53a4c4c4,519586,170839,2013,1
46cb93f02477,519796,174000,2014,7
46d43bc8fd2f,519810,172911,2013,3
46e0827dc02e,521213,173132,2020,3
46e26c02f951,519899,171331,2014,1
46ece17d09d7,519443,172812,2015,2
46f32c3b68de,519664,171020,2019,2
46fc2f3b3856,520620,172986,2016,5
47007872a47e,520954,174383,2020,9
4707c0e87b6a,519343,172874,2020,3
4712fc565eca,519960,174165,2020,1
4713151c8fce,519545,173476,2018,24
4716477630d1,520094,172475,2017,6
47179862dc89,519809,171074,2020,4
4718cb950930,518927,171565,2020,2
4731b8264bbb,519902,171084,2014,20
47338cd9570a,519737,170911,2014,4
473681de64a2,519662,171445,2014,1
473ff29436fa,518762,172448,2019,5
4742b1d61107,519480,172207,2016,53
474e3f34a8d7,519726,171998,2015,1
4757e6328090,519967,171945,2020,4
475d9153039d,519075,172071,2014,3
475e27a1f74f,520011,171154,2014,5
4787d5f8ada0,520502,173802,2013,1
47a2f794af36,519991,173433,2013,2
47be99ee42f6,519656,172878,2018,5
47c824e63954,520915,172731,2014,1
47d10f4e01e0,519549,172733,2016,4
47d19df97716,519446,170827,2014,1
47e4cd66d01f,518525,173721,2016,1
4804f7160e79,519190,170659,2014,1
480c80391200,519990,173324,2016,1
480f0bbcff01,519868,172059,2018,1
4812a8e40484,519853,172024,2014,1
481bd82c7873,518550,173780,2014,1
481da52f214c,518282,173030,2013,1
482648d0a129,519304,172832,2020,1
4826bcbf9017,519506,170712,2013,1
482d7d9db74d,519836,171354,2013,1
4833bad1f1d1,519957,173917,2020,7
483c86772e3a,519135,172698,2014,1
483eeec0cb38,519707,171802,2020,2
485004b4a2cc,519298,170502,2013,25
4853f0ff0523,520574,174059,2013,5
485582e434d2,518984,171307,2013,1
485839861f39,520412,171775,2015,9
48584ada2037,520404,173422,2017,12
4868919b0b5a,519134,172562,2019,8
487906fc5e98,520651,174498,2014,2
489467ec097f,518512,172899,2015,5
48a1864d19d6,519618,171732,2020,4
48a4415b88d3,520038,171886,2017,1
48a8c72cdb23,519365,171019,2015,1
48abdaa223ac,519516,170555,2020,3
48b1ea106183,519420,172860,2015,1
48b43865a6a9,519396,170782,2014,1
48c82894b762,518924,171506,2013,1
48cf947a3786,519682,171689,2014,1
48d91f6621e3,519578,173449,2018,11
48da916ccb6b,519407,170739,2014,6
48dcea816956,521128,173086,2018,23
48f139ae47e1,520580,174187,2020,16
48f426ac22c9,520060,172609,2017,18
48fa3dc3afe6,520349,173300,2019,13
49035ac337be,520085,172702,2020,1
4919070d09cf,519716,172040,2019,2
491e842e3d59,520441,172734,2019,13
4937b6135097,519427,173396,2016,2
4947fad4620c,520224,172761,2020,1
494d1c9d93bb,521208,173991,2014,6
494f38a74cd5,519919,173930,2015,1
495040bda69d,520103,172437,2016,3
49515e1e63cf,520894,171988,2020,5
4951b2654543,519608,171763,2015,3
49592953ba82,519155,171728,2015,1
496c4173e8db,520779,172615,2014,8
496c7a5faec0,519818,172422,2020,2
4976d03bb449,519585,172054,2015,3
497cf2e91666,519316,174021,2020,3
498a5af50f43,519489,171940,2018,1
498e84562042,521315,174072,2013,4
498f71c55e0e,519999,172488,2020,5
499338e40155,519895,171739,2017,1
49a7142a2e2e,519521,172561,2015,6
49bda88e8407,520846,172377,2016,15
49be2b82c8e2,519945,173529,2020,8
49c48a559969,520981,173562,2020,17
49d2d50d422b,518732,173137,2016,6
49e663575e93,518725,173404,2016,6
49f75a2c9528,520648,173104,2014,3
4a024f3ed473,519474,170784,2014,3
4a0f8006b76f,520000,173872,2016,1
4a1358c158fa,519979,172393,2020,6
4a221a918f31,519073,173779,2020,4
4a2566ebeb3e,519645,173301,2016,19
4a271fb36237,519657,170686,2016,13
4a2da072c995,519593,172812,2014,2
4a2dcc022b7d,520687,172108,2017,7
4a3f826b137b,520543,171891,2017,1
4a431a6af469,520577,173229,2019,3
4a45e80a80ab,520797,172256,2018,93
4a4a68d0c46c,520756,172162,2018,50
4a4cf5b47a2e,519900,173830,2020,2
4a5963cfcf97,519513,172119,2018,3
4a636b3f1016,521314,173311,2014,3
4a6785fc8f96,519555,173446,2015,1
4a847be8a57e,519069,172064,2017,5
4a86ca18e3f8,519984,173563,2020,4
4a880d069562,518899,172254,2014,4
4a8e0e58611c,518692,172589,2019,1
4a9302e8e933,519947,172234,2015,1
4a99cc646f42,519474,172634,2018,6
4aab8991db93,520734,172928,2019,9
4ab051aea8f7,520175,174193,2018,2
4ac4f8b28b10,519813,173455,2015,2
4adb02503ffa,521057,173361,2020,4
4ae0ff69565f,519063,171064,2013,1
4aef7bde65eb,519091,171839,2015,3
4af36fc0ebd7,519162,171773,2017,2
4afe1261e692,519799,173945,2014,4
4b0c70f2edb6,521393,173909,2015,4
4b19d27ecc1e,519626,171663,2015,14
4b1c620f1afb,519469,172606,2018,12
4b22d164372d,519696,171795,2015,4
4b2acdc3e9a2,519725,173422,2019,6
4b2c813ff6b0,521127,174241,2015,5
4b2ca0112c24,519874,173491,2020,2
4b2ccc96f813,520519,174049,2013,14
4b3b025f78de,519925,174031,2014,4
4b3da96ce90b,519299,170572,2020,2
4b487ed90314,519835,172059,2020,1
4b4b128ac07d,518624,172574,2018,1
4b515646b446,519953,173903,2013,4
4b54f3a5563f,520076,172725,2014,2
4b55b98e63bd,518603,172674,2015,2
4b5b921e4219,518727,173393,2017,11
4b637ac1e639,520454,173269,2016,1
4b6495ef5222,519904,173470,2020,3
4b7332471fbd,519972,173946,2013,1
4b73d5be5d2c,518833,172205,2014,2
4b74ee5a435d,520174,172504,2015,7
4b7887e68dea,519198,170553,2014,3
4b9918eb8428,520963,172816,2014,8
4ba5f2a8ddfd,518579,173415,2014,1
4bc4f564062f,519909,171638,2017,4
4bc5a8f279e0,519558,172703,2017,1
4bc6ed3242f0,520958,174301,2015,6
4bdea14f7661,518646,173561,2020,1
4bf54a364167,521088,172262,2015,7
4bf792d8521d,519303,170957,2015,5
4bfb13b1d010,520608,173326,2015,2
4c0da752d683,519689,171463,2014,3
4c20286bee5c,520689,174118,2013,1
4c28585dcf8b,520559,173516,2020,1
4c4294217ac6,519792,171958,2020,1
4c4cc7b26587,519525,173473,2018,26
4c4e09dffb0e,519819,171954,2015,3
4c6fcf37960b,519570,171596,2020,7
4c9364899be8,519466,172715,2017,1
4c9ab14599c2,519117,172733,2013,1
4ca6a3b69b6a,518621,173256,2013,6
4caf4d0627fa,519155,171778,2013,1
4cd00f828d10,519808,170977,2015,24
4cd517be6af6,519942,173334,2014,2
4ce358a604a1,518666,172543,2017,5
4ce506be65e1,519569,171953,2015,2
4cea1784d1e5,519473,172031,2014,1
4cf734e84446,518579,173717,2016,1
4d160bc4a20d,518962,172512,2019,8
4d197010a090,520610,172517,2016,28
4d1b134bfad6,519624,173315,2020,5
4d219eb72cf4,519357,171018,2015,3
4d44ac3b29d0,518496,172856,2015,19
4d4a867880c7,519966,171254,2014,7
4d4f019b4c25,519441,173496,2018,4
4d5e3ff04493,520042,172760,2015,2
4d6412c532cf,521341,173229,2014,1
4d76de9709c8,521120,173391,2020,3
4d7dc0ec99cc,519832,171311,2015,20
4d7e30f2c87d,520011,171789,2015,1
4d9240bab259,520038,171848,2015,1
4d93f0134c41,518686,172525,2018,4
4dad3bce56cc,519437,173647,2018,1
4dae7171a8d1,519406,170762,2013,3
4dbe2d6df0cd,518581,173291,2015,7
4dc864210be7,519599,171853,2018,2
4dca3bcd00b0,518630,173430,2016,1
4dcb2e5ef65b,519328,170612,2013,1
4dccfdea49a8,519303,172202,2016,1
4dd06ebfd43f,519284,174206,2014,1
4dda1c7553a7,519147,171532,2013,10
4ddac9da8f88,519411,172860,2014,1
4ddcb7308db5,520117,172708,2013,1
4dede2afc6b4,519599,171126,2014,6
4e1e93202dd5,518983,171342,2013,5
4e201843dbdd,519126,171571,2013,2
4e2a5737a35c,518831,172076,2018,7
4e347d8087b9,519917,172000,2014,1
4e41b3eae3e0,518907,172297,2014,2
4e69d2951858,519979,171122,2014,7
4e6bd0128a20,521178,172380,2015,1
4e79f5d77453,519579,172270,2016,7
4e8660c6c781,519072,171032,2014,2
4e9e152e4b87,520566,174130,2013,2
4eab58115c26,520616,174046,2013,6
4eb3738d5755,519356,172121,2018,24
4edd17a34002,521145,174230,2015,2
4eee2846b435,519293,170579,2013,1
4efcc66a4fdc,521312,173606,2013,2
4f013f56a9a4,519678,172918,2016,2
4f04db479790,519336,174335,2019,2
4f07f29915b7,519943,171073,2014,13
4f0c871a072c,519471,173677,2020,11
4f18e62c6381,520047,173583,2014,23
4f37286fda92,520473,171761,2013,1
4f37aeda292a,521064,173548,2013,2
4f43a635b37e,519131,174354,2013,1
4f459ec4957d,519380,172559,2018,3
4f589ed74907,518394,173008,2014,2
4f5df2fa75f2,519994,172763,2015,2
4f6a32db5f2e,519177,171746,2014,1
4f71ace76108,520090,172494,2017,21
4f72a8e92b7e,519673,171985,2019,5
4f984b2998ec,520592,173282,2020,9
4f9ada6bcbf2,520697,174107,2013,6
4f9f55751cfa,521030,172262,2015,9
4fb4f2ffe8f4,519927,174124,2020,3
4fb6f2a2122d,521056,173351,2014,5
4fe182d96df0,521008,174082,2014,6
4fe26def15e5,520152,171827,2015,12
4fea10ff4a55,521115,172355,2016,10
4ff489bb3edb,518973,173906,2020,3
50082607c8f7,519528,173486,2018,10
500d94a22e80,520241,174379,2014,5
501004feaaac,520857,173550,2017,8
50153fe771c6,519439,173612,2014,3
501912f6a2c4,519276,174224,2014,5
501be45c6347,519988,173842,2014,1
502470410c66,520858,174410,2020,11
502839c0ec87,519428,172766,2014,5
5044c37b18c1,521057,173596,2015,5
504916180da2,519679,171021,2019,3
504bfb96d738,519363,170920,2015,11
504cdd0811ee,518551,172758,2015,10
5058d3f8e348,520134,171554,2019,5
506251824078,519214,171722,2013,1
506fdb0dad3f,521245,172371,2014,2
5071c2fc9af2,521274,172866,2015,12
50862472efbb,519302,171334,2019,10
509383908ed1,520055,171357,2014,4
50ada4fce96b,520609,173348,2015,2
50b778949d80,519821,171323,2015,17
50be81c9a480,520213,173327,2013,4
50beefb937a0,519866,174054,2014,6
50c5ce2253d1,520922,172607,2020,3
50cc03889f39,519335,174343,2019,1
50d7a608c511,519512,171136,2014,1
50e296d0f012,520077,172556,2013,1
50f2a3c2e075,519597,171136,2015,1
50f96cd7bc21,520527,171802,2016,4
50fc14658be1,519817,172904,2013,2
50fc69c80803,520489,172512,2014,20
50ff8d9f36a4,518816,172611,2014,12
510305a0cc9d,519316,170545,2014,5
51094afbfdf9,520195,171745,2013,2
510a92d4ace1,519826,173426,2020,3
510c9b048d5b,520540,174120,2013,2
510d42f8ae20,519427,173407,2015,3
511397bce04c,518543,172713,2014,5
5116fc280b56,519634,171837,2019,2
511da69d3e4a,519466,172699,2014,16
5122c269bede,519598,170918,2020,1
